id,gender,name,directions
58384,2,Anthony Waller,"[48787, 9406, 26722]"
54469,2,Michael Almereyda,"[34574, 10688, 126117, 77780, 55066, 68629, 309299, 240745]"
11472,2,Irwin Winkler,"[1642, 15556, 11457, 15237, 22423, 36288, 14171]"
10965,2,Chris Columbus,"[11472, 788, 771, 14367, 9441, 772, 2277, 38615, 671, 672, 2611, 1833, 19840, 32657, 257344]"
56714,1,Daisy von Scherler Mayer,"[36196, 58680, 35680, 9027, 172897, 134881, 84105]"
28902,2,Gregory Widen,[11980]
26487,2,Norman René,"[58372, 2613, 39934]"
16863,2,Todd Haynes,"[32646, 1808, 47620, 10712, 3902, 1387, 202241, 148033, 238478, 258480]"
8965,0,Roland Joffé,"[10533, 625, 49981, 11416, 7093, 27461, 47821, 14125, 45054, 79698, 61294, 337747]"
10491,2,Paul Verhoeven,"[10802, 402, 563, 861, 5548, 9383, 42258, 40072, 12775, 633, 21035, 29140, 9075, 140894, 337674]"
5306,2,Lasse Hallström,"[18402, 1587, 8816, 1715, 392, 6440, 14336, 39233, 1947, 9681, 9903, 28178, 22971, 48336, 81025, 133458, 112949, 228194, 76846, 76047, 21394, 26111, 381289]"
21370,2,Roger Donaldson,"[9348, 2087, 9619, 10083, 19380, 2669, 11973, 7520, 10164, 1647, 9912, 8848, 74998, 254904, 37582, 33310, 419192]"
408,2,James Keach,"[139408, 13162, 52338, 56085, 285689, 87343]"
14392,1,Kathryn Bigelow,"[281, 11879, 1089, 8665, 13526, 9491, 36826, 12162, 97630, 70859, 407448]"
24882,0,Jacques Demy,"[5967, 2433, 40641, 60773, 5590, 85942, 31551, 4269, 185949, 152797, 72898, 105572]"
17880,2,Wesley Strick,[79593]
63713,1,Martha Coolidge,"[47939, 14370, 18080, 32221, 27224, 19053, 83714, 11137, 28031, 10118, 54982, 43303, 85509, 59700, 18182, 55728]"
1128,1,Agnieszka Holland,"[36834, 11236, 45019, 36773, 47493, 8996, 125842, 1590, 124096, 73686, 267795, 42983, 42032, 432799]"
20237,1,Beeban Kidron,"[9090, 1959, 41779, 9801, 289673]"
32277,2,Geoff Murphy,"[3512, 9086, 9278, 16124, 10176, 11119, 20333, 60505, 42123]"
3092,1,Diane Keaton,"[52856, 10385]"
588623,2,Douglas Keeve,[77350]
22767,2,Alfonso Aráu,"[9560, 18183, 31774]"
8300,0,Kevin Reynolds,"[9804, 8367, 6072, 20348, 15267, 11362, 10448, 9044, 335778]"
73494,0,Desmond Nakano,"[31611, 17274]"
1723,2,Walter Hill,"[65796, 35588, 9333, 10384, 11064, 20287, 9604, 505, 11595, 150, 14729, 15070, 12528, 14746, 22004, 11474, 15392, 22094, 2153, 70074, 399173]"
17309,2,Greg Beeman,"[26258, 13704, 27295, 71887, 28601, 77921, 6980, 126934, 15043]"
82796,2,Nikita Mikhalkov,"[50797, 51300, 38837, 73100, 44658, 20714, 38361, 38318, 124295, 83446, 47851, 301016]"
1364800,0,Milčo Mančevski,"[19155, 16405, 18178]"
564,2,Richard Linklater,"[76, 9571, 28059, 42807, 9081, 23949, 1584, 14022, 80, 3509, 13341, 8324, 83346, 12404, 92591, 132344, 85350, 295699]"
57691,1,Tamra Davis,"[11017, 19952, 9490, 41282, 17130, 15278, 24065, 51486]"
43468,2,Guy Ferland,"[37141, 63437, 10677, 16876, 96279]"
18378,0,Herbert Ross,"[9382, 16384, 14741, 1793, 1788, 10860, 42597, 26686, 39282, 13571, 17450, 12661, 10021, 11610, 16561, 37296, 26331, 42607, 61280, 29578, 42128, 163630, 149026]"
44990,2,Peter Horton,"[6715, 5709]"
27991,2,Stuart Gordon,"[18256, 1694, 14510, 101363, 15618, 24341, 10690, 21619, 12088, 10836, 18191, 13848, 47090]"
19969,2,Pat O'Connor,"[22625, 12723, 129628, 5332, 63639, 1921, 32059, 42084]"
25210,2,Jeremy Leven,"[1909, 199341]"
8246,2,Barry Levinson,"[8984, 31643, 819, 10896, 586, 10153, 380, 11597, 11904, 27141, 11393, 801, 13776, 29122, 2302, 3172, 10337, 10710, 9895, 8944, 36950, 56822, 123105, 254023, 253414, 363992]"
225065,0,René Bonnière,[61813]
58154,2,Jack Baran,[62488]
3556,2,Roman Polanski,"[10531, 10497, 829, 805, 11481, 622, 10675, 423, 11482, 11502, 11316, 11121, 3053, 257, 4772, 81522, 11483, 36108, 11439, 72113, 197082, 196253]"
18596,0,Taylor Hackford,"[11929, 1813, 22160, 42159, 9702, 11983, 2623, 34053, 1677, 16082, 42003, 39845, 119283, 369524]"
7396,2,Peter Farrelly,"[8467, 11543, 544, 2123, 12610, 9889, 1792, 11431, 9038, 48988, 76489, 87818, 100042]"
7395,2,Bobby Farrelly,"[8467, 11543, 544, 2123, 12610, 9889, 1792, 11431, 9038, 48988, 76489, 100042]"
56205,2,Atom Egoyan,"[20156, 10217, 47692, 26964, 16351, 108241, 85556, 83599, 9729, 41796, 8895, 36108, 28211, 152792, 244761, 302528]"
1201,2,Garry Marshall,"[18395, 114, 38554, 47947, 29968, 18417, 4806, 25010, 3784, 15592, 9880, 4599, 10780, 11130, 13159, 32856, 62838, 353069]"
510,2,Tim Burton,"[522, 268, 364, 75, 4011, 162, 2668, 5683, 869, 587, 118, 32085, 3933, 13885, 12155, 62213, 62214, 87093, 82309, 283366, 33914]"
8844,2,Lawrence Kasdan,"[397, 12160, 13697, 12560, 24071, 14412, 31052, 6171, 3101, 11509, 89325]"
7904,2,Billy Crystal,"[10525, 54087, 20536]"
148119,0,Phillip Borsos,"[27985, 13380, 42136, 31652, 281291]"
15775,2,Kevin Lima,"[15789, 37135, 10481, 4523, 46806, 59191]"
56147,0,Paul Brizzi,"[15789, 49948, 8868]"
57090,0,Brett Leonard,"[27303, 9271, 10163, 82623, 18882, 14566, 40448, 13360]"
87695,2,Carlo Carlei,"[21183, 91745]"
67794,0,Gérard Corbiau,"[10954, 44947]"
1566166,0,Mark Lewis,[47867]
129534,0,Art Clokey,[43475]
97755,2,Charles Burnett,"[72031, 27432, 94725, 191476, 174000]"
122449,2,Steve James,"[14275, 26306, 51927, 111744, 41850, 72711, 127505, 250766, 288186, 411007]"
108,2,Peter Jackson,"[1024, 10779, 763, 9964, 32458, 8216, 120, 121, 122, 254, 7980, 49051, 57158, 122917]"
77121,2,Randall Miller,"[17207, 36807, 53905, 13996, 15676, 30963, 111479]"
57851,2,Bernard Rose,"[13701, 9529, 50512, 27450, 41965, 33994, 46934, 191820, 53315, 337029, 228496, 353921]"
32593,2,Steven Brill,"[14819, 9678, 2022, 10762, 8457, 87818, 187596, 389053, 419700, 177085]"
1203,2,J. F. Lawton,"[32631, 26369]"
64061,2,Fred Schepisi,"[11777, 23210, 12145, 41166, 35119, 10170, 14778, 31665, 31459, 18722, 11584, 24749, 69069, 41758, 32122, 98932, 214075]"
17016,0,Neil Jordan,"[628, 1770, 11386, 22797, 5971, 10002, 28902, 20024, 21362, 11905, 6016, 1420, 4413, 38448, 125769, 102780]"
54441,2,James Ivory,"[87729, 1245, 41843, 11257, 72987, 26371, 8293, 29946, 49788, 111815, 9499, 40775, 67794, 67022, 18840, 107282, 185156, 48336, 42175, 42819, 73600, 77287, 134738, 109600, 112087, 185154]"
73668,0,James Melkonian,"[18713, 20860]"
8858,2,Ivan Reitman,"[6280, 11566, 12499, 10890, 6068, 620, 2978, 14035, 9397, 9493, 9930, 951, 4474, 41630, 200505, 58411]"
56872,0,Arne Glimcher,"[9061, 40082, 86500]"
62043,2,Michael Gottlieb,"[37108, 10019, 34564, 19371]"
1,2,George Lucas,"[11, 1893, 838, 1894, 636, 1895, 140979]"
58094,1,Gillian Armstrong,"[9587, 39780, 12660, 31955, 49409, 16659, 13910]"
11218,2,Alfonso Cuarón,"[19101, 9410, 1391, 673, 9693, 2266, 49971, 49047]"
